"gsize","cpugpu","device","output_bytes","device_mean","transfer_mean","machine","hostcode_mean","devicetransfer","kernel","input_bytes"
"1000","cpu","IntelXeonCPU","48000","0.224228045","0.1268778834210205","gold2","0.3511059284210205","0.3511059284210205","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","cpu","CPU","48000","1.676285055","1.375010225456543","silver1","3.051295280456543","3.051295280456543","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","cpu","CPU","48000","0.89118239","1.4458537428125","epyc7","2.3370361328125","2.3370361328125","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","cpu","CPU","48000","0.25365639","1.2331826660150147","dungani","1.4868390560150146","1.4868390560150146","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","cpu","IntelXeonCPU","4000","0.05734455","0.0659571944610595","gold2","0.1233017444610595","0.1233017444610595","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","cpu","CPU","4000","0.54083952","0.6060957045330811","silver1","1.146935224533081","1.146935224533081","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","cpu","CPU","4000","0.38813599","0.5205630456445313","epyc7","0.9086990356445312","0.9086990356445312","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","cpu","CPU","4000","0.01050281","0.5815846972479248","dungani","0.5920875072479248","0.5920875072479248","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"3000","cpu","IntelXeonCPU","12000","0.0603675599999999","0.0678229574255371","gold2","0.1281905174255371","0.128190517425537","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","cpu","CPU","12000","0.6072961299999999","0.6546069175616455","silver1","1.2619030475616455","1.2619030475616455","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","cpu","CPU","12000","0.34499919","0.7200380605187988","epyc7","1.0650372505187988","1.0650372505187988","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","cpu","CPU","12000","0.01286509","0.6009125474816894","dungani","0.6137776374816895","0.6137776374816895","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"5000","cpu","IntelXeonCPU","20000","0.0678508","0.0686605258361816","gold2","0.1365113258361816","0.1365113258361815","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","cpu","CPU","20000","0.528625045","0.6606712005749512","silver1","1.1892962455749512","1.1892962455749512","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","cpu","CPU","20000","0.4319941049999999","0.5635095590167236","epyc7","0.9955036640167236","0.9955036640167236","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","cpu","CPU","20000","0.013994025","0.3649830353179931","dungani","0.3789770603179931","0.3789770603179931","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"7000","cpu","IntelXeonCPU","28000","0.086635855","0.0744147030902099","gold2","0.1610505580902099","0.1610505580902099","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","cpu","CPU","28000","0.563938855","0.156041146449585","silver1","0.719980001449585","0.719980001449585","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","cpu","CPU","28000","0.4583929599999999","0.2595414100408936","epyc7","0.7179343700408936","0.7179343700408936","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","cpu","CPU","28000","0.015017255","0.4427321117602539","dungani","0.4577493667602539","0.4577493667602539","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"9000","cpu","IntelXeonCPU","36000","0.096337075","0.0906391193817138","gold2","0.1869761943817138","0.1869761943817138","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","cpu","CPU","36000","0.59990576","0.639481036951294","silver1","1.239386796951294","1.239386796951294","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","cpu","CPU","36000","0.68832268","0.6878400874102784","epyc7","1.3761627674102783","1.3761627674102783","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","cpu","CPU","36000","0.017350655","0.5675389953448486","dungani","0.5848896503448486","0.5848896503448486","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"11000","cpu","IntelXeonCPU","44000","0.10384401","0.0643471845343017","gold2","0.1681911945343017","0.1681911945343017","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","cpu","CPU","44000","0.4713445699999999","0.6989187204052735","silver1","1.1702632904052734","1.1702632904052734","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","cpu","CPU","44000","0.67027114","0.2528999033959961","epyc7","0.923171043395996","0.923171043395996","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","cpu","CPU","44000","0.02349739","0.5019711978753661","dungani","0.5254685878753662","0.5254685878753661","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"13000","cpu","IntelXeonCPU","52000","0.1126638899999999","0.0642879952233886","gold2","0.1769518852233886","0.1769518852233885","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","cpu","CPU","52000","0.561874395","0.6919939464459229","silver1","1.2538683414459229","1.2538683414459229","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","cpu","CPU","52000","0.7399614099999999","0.3305868859747314","epyc7","1.0705482959747314","1.0705482959747314","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","cpu","CPU","52000","0.02337867","0.4299611451397705","dungani","0.4533398151397705","0.4533398151397705","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"15000","cpu","IntelXeonCPU","60000","0.1173690199999999","0.0628408551068115","gold2","0.1802098751068115","0.1802098751068114","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","cpu","CPU","60000","0.540779425","0.1625267731201172","silver1","0.7033061981201172","0.7033061981201172","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","cpu","CPU","60000","0.756119055","0.280255513939209","epyc7","1.036374568939209","1.036374568939209","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","cpu","CPU","60000","0.0246390599999999","0.0586715440954589","dungani","0.0833106040954589","0.0833106040954587","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"17000","cpu","IntelXeonCPU","68000","0.127205485","0.0802019895178222","gold2","0.2074074745178222","0.2074074745178222","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","cpu","CPU","68000","0.633210065","0.7792924622369385","silver1","1.4125025272369385","1.4125025272369385","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","cpu","CPU","68000","0.758735025","0.2891158222442627","epyc7","1.0478508472442627","1.0478508472442627","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","cpu","CPU","68000","0.031353245","13.421272029658205","dungani","13.452625274658203","13.452625274658203","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"19000","cpu","IntelXeonCPU","76000","0.1168545699999999","0.0955191635205078","gold2","0.2123737335205078","0.2123737335205077","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","cpu","CPU","76000","0.570695355","0.667557761607666","silver1","1.238253116607666","1.238253116607666","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","cpu","CPU","76000","0.743467495","0.2516034392956543","epyc7","0.9950709342956544","0.9950709342956544","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","cpu","CPU","76000","0.02799086","0.7012314376684571","dungani","0.729222297668457","0.729222297668457","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"1000","gpu","GeForceGTX","48000","0.04612128","0.2509208514239502","gold2","0.2970421314239502","0.2970421314239502","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","gpu","NvidiaA100","48000","0.06329856","0.1537577144140625","epyc7","0.2170562744140625","0.2170562744140625","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","gpu","Tesla_V100_SXM2_32GB","48000","0.03780096","0.2513066011114502","silver1","0.2891075611114502","0.2891075611114502","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","gpu","QuadroM4000","48000","0.10911024","0.2043756208245849","dungani","0.3134858608245849","0.3134858608245849","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","gpu","TeslaK40","48000","0.1184137599999999","0.2147213680212402","dungani","0.3331351280212402","0.3331351280212401","amd-app-sdk-3.0-BinomialOption-binomial_options","48004"
"1000","gpu","GeForceGTX","4000","0.0106159999999999","0.1987095519866943","gold2","0.2093255519866943","0.2093255519866942","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","gpu","NvidiaA100","4000","0.01001472","0.1268482732403564","epyc7","0.1368629932403564","0.1368629932403564","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","gpu","Tesla_V100_SXM2_32GB","4000","0.0077824","0.1837702390075683","silver1","0.1915526390075683","0.1915526390075683","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","gpu","QuadroM4000","4000","0.00784608","0.169613636796875","dungani","0.177459716796875","0.177459716796875","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"1000","gpu","TeslaK40","4000","0.0068657599999999","0.1645095146582031","dungani","0.1713752746582031","0.171375274658203","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","8000"
"3000","gpu","GeForceGTX","12000","0.00964816","0.2644616803930664","gold2","0.2741098403930664","0.2741098403930664","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","gpu","NvidiaA100","12000","0.00883712","0.1222418385113525","epyc7","0.1310789585113525","0.1310789585113524","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","gpu","Tesla_V100_SXM2_32GB","12000","0.00722944","0.1774209811425781","silver1","0.1846504211425781","0.1846504211425781","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","gpu","QuadroM4000","12000","0.00761856","0.1675821407598877","dungani","0.1752007007598877","0.1752007007598877","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"3000","gpu","TeslaK40","12000","0.0068899199999999","0.1711789562664795","dungani","0.1780688762664795","0.1780688762664794","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","24000"
"5000","gpu","GeForceGTX","20000","0.0089687999999999","0.2868788543426513","gold2","0.2958476543426513","0.2958476543426512","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","gpu","NvidiaA100","20000","0.00864768","0.1173958781207275","epyc7","0.1260435581207275","0.1260435581207275","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","gpu","Tesla_V100_SXM2_32GB","20000","0.00820224","0.2125530986688232","silver1","0.2207553386688232","0.2207553386688232","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","gpu","QuadroM4000","20000","0.00735008","0.1731101346148681","dungani","0.1804602146148681","0.1804602146148681","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"5000","gpu","TeslaK40","20000","0.00851296","0.177649034934082","dungani","0.186161994934082","0.1861619949340819","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","40000"
"7000","gpu","GeForceGTX","28000","0.00881296","0.2504898945379639","gold2","0.2593028545379638","0.2593028545379638","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","gpu","NvidiaA100","28000","0.0078950399999999","0.1210250382775878","epyc7","0.1289200782775879","0.1289200782775877","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","gpu","Tesla_V100_SXM2_32GB","28000","0.00722944","0.1894801928735351","silver1","0.1967096328735351","0.1967096328735351","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","gpu","QuadroM4000","28000","0.0074268799999999","0.180178739430542","dungani","0.187605619430542","0.1876056194305418","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"7000","gpu","TeslaK40","28000","0.00842224","0.1851807987878418","dungani","0.1936030387878418","0.1936030387878418","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","56000"
"9000","gpu","GeForceGTX","36000","0.0087744","0.2449566123443603","gold2","0.2537310123443603","0.2537310123443603","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","gpu","NvidiaA100","36000","0.00840704","0.1250286861657714","epyc7","0.1334357261657714","0.1334357261657714","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","gpu","Tesla_V100_SXM2_32GB","36000","0.00821232","0.2296495517193603","silver1","0.2378618717193603","0.2378618717193603","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","gpu","QuadroM4000","36000","0.00762832","0.1888643519665527","dungani","0.1964926719665527","0.1964926719665527","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"9000","gpu","TeslaK40","36000","0.00836224","0.1923492487237549","dungani","0.2007114887237548","0.2007114887237548","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","72000"
"11000","gpu","GeForceGTX","44000","0.00894832","0.266785150916748","gold2","0.275733470916748","0.275733470916748","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","gpu","NvidiaA100","44000","0.0102143999999999","0.1336974385314941","epyc7","0.1439118385314941","0.143911838531494","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","gpu","Tesla_V100_SXM2_32GB","44000","0.00712704","0.2176325387048339","silver1","0.2247595787048339","0.2247595787048339","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","gpu","QuadroM4000","44000","0.0075863999999999","0.1955521898590088","dungani","0.2031385898590088","0.2031385898590087","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"11000","gpu","TeslaK40","44000","0.00838096","0.1992494358892822","dungani","0.2076303958892822","0.2076303958892822","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","88000"
"13000","gpu","GeForceGTX","52000","0.0089552","0.2678034708068847","gold2","0.2767586708068847","0.2767586708068847","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","gpu","NvidiaA100","52000","0.0101836799999999","0.1339713454821777","epyc7","0.1441550254821777","0.1441550254821776","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","gpu","Tesla_V100_SXM2_32GB","52000","0.00761872","0.2211892061779785","silver1","0.2288079261779785","0.2288079261779785","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","gpu","QuadroM4000","52000","0.00774128","0.2039565368487549","dungani","0.2116978168487548","0.2116978168487548","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"13000","gpu","TeslaK40","52000","0.0083328","0.2115058192321777","dungani","0.2198386192321777","0.2198386192321777","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","104000"
"15000","gpu","GeForceGTX","60000","0.00889872","0.2836873681805419","gold2","0.292586088180542","0.2925860881805419","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","gpu","NvidiaA100","60000","0.00987136","0.1392928398291015","epyc7","0.1491641998291015","0.1491641998291015","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","gpu","Tesla_V100_SXM2_32GB","60000","0.0069632","0.2047286563842773","silver1","0.2116918563842773","0.2116918563842773","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","gpu","QuadroM4000","60000","0.00768784","0.2109312682000732","dungani","0.2186191082000732","0.2186191082000732","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"15000","gpu","TeslaK40","60000","0.00840192","0.2150439723339844","dungani","0.2234458923339843","0.2234458923339844","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","120000"
"17000","gpu","GeForceGTX","68000","0.00971936","0.2782747863470459","gold2","0.2879941463470459","0.2879941463470459","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","gpu","NvidiaA100","68000","0.0094464","0.1356062714324951","epyc7","0.1450526714324951","0.1450526714324951","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","gpu","Tesla_V100_SXM2_32GB","68000","0.00677872","0.208990094086914","silver1","0.215768814086914","0.2157688140869139","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","gpu","QuadroM4000","68000","0.0079056","0.2198759341949462","dungani","0.2277815341949463","0.2277815341949462","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"17000","gpu","TeslaK40","68000","0.0081704","0.2196600100036621","dungani","0.2278304100036621","0.227830410003662","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","136000"
"19000","gpu","GeForceGTX","76000","0.0097752","0.2597605799530029","gold2","0.2695357799530029","0.2695357799530029","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","NvidiaA100","76000","0.00931328","0.1350110226733398","epyc7","0.1443243026733398","0.1443243026733398","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","Tesla_V100_SXM2_32GB","76000","0.0060463999999999","0.2225934410797119","silver1","0.2286398410797119","0.2286398410797118","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","QuadroM4000","76000","0.0077719999999999","0.2227728055267334","dungani","0.2305448055267334","0.2305448055267333","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
"19000","gpu","TeslaK40","76000","0.00823952","0.2323081370129394","dungani","0.2405476570129394","0.2405476570129394","amd-app-sdk-3.0-ScanLargeArrays-blockAddition","152000"
